Time,Close
11.02.2003 16:00:00.000,1.59100
12.02.2003 16:00:00.000,1.59010
13.02.2003 16:00:00.000,1.59150
14.02.2003 16:00:00.000,1.58900
15.02.2003 16:00:00.000,1.58900
16.02.2003 16:00:00.000,1.58900
17.02.2003 16:00:00.000,1.59230
18.02.2003 16:00:00.000,1.58880
19.02.2003 16:00:00.000,1.58810
20.02.2003 16:00:00.000,1.59040
21.02.2003 16:00:00.000,1.59690
22.02.2003 16:00:00.000,1.59690
23.02.2003 16:00:00.000,1.59690
24.02.2003 16:00:00.000,1.60000
25.02.2003 16:00:00.000,1.60940
26.02.2003 16:00:00.000,1.60770
27.02.2003 16:00:00.000,1.60170
28.02.2003 16:00:00.000,1.59240
01.03.2003 16:00:00.000,1.59240
02.03.2003 16:00:00.000,1.59240
03.03.2003 16:00:00.000,1.59030
04.03.2003 16:00:00.000,1.58740
05.03.2003 16:00:00.000,1.58100
06.03.2003 16:00:00.000,1.58330
07.03.2003 16:00:00.000,1.58610
08.03.2003 16:00:00.000,1.58610
09.03.2003 16:00:00.000,1.58610
10.03.2003 16:00:00.000,1.58160
11.03.2003 16:00:00.000,1.58580
12.03.2003 16:00:00.000,1.59390
13.03.2003 16:00:00.000,1.58980
14.03.2003 16:00:00.000,1.58400
15.03.2003 16:00:00.000,1.58400
16.03.2003 16:00:00.000,1.58400
17.03.2003 16:00:00.000,1.58330
18.03.2003 16:00:00.000,1.58440
19.03.2003 16:00:00.000,1.57970
20.03.2003 16:00:00.000,1.57710
21.03.2003 16:00:00.000,1.57690
22.03.2003 16:00:00.000,1.57690
23.03.2003 16:00:00.000,1.57690
24.03.2003 16:00:00.000,1.58390
25.03.2003 16:00:00.000,1.59060
26.03.2003 16:00:00.000,1.59440
27.03.2003 16:00:00.000,1.59190
28.03.2003 16:00:00.000,1.59530
29.03.2003 16:00:00.000,1.59530
30.03.2003 16:00:00.000,1.59530
31.03.2003 16:00:00.000,1.59770
01.04.2003 16:00:00.000,1.59310
02.04.2003 16:00:00.000,1.58910
03.04.2003 16:00:00.000,1.59310
04.04.2003 16:00:00.000,1.58900
05.04.2003 16:00:00.000,1.58900
06.04.2003 17:00:00.000,1.58900
07.04.2003 17:00:00.000,1.59500
08.04.2003 17:00:00.000,1.59520
09.04.2003 17:00:00.000,1.59220
10.04.2003 17:00:00.000,1.58780
11.04.2003 17:00:00.000,1.58490
12.04.2003 17:00:00.000,1.58490
13.04.2003 17:00:00.000,1.58490
14.04.2003 17:00:00.000,1.58650
15.04.2003 17:00:00.000,1.58150
16.04.2003 17:00:00.000,1.57510
17.04.2003 17:00:00.000,1.57390
18.04.2003 17:00:00.000,1.57260
19.04.2003 17:00:00.000,1.57260
20.04.2003 17:00:00.000,1.57260
21.04.2003 17:00:00.000,1.57000
22.04.2003 17:00:00.000,1.57290
23.04.2003 17:00:00.000,1.56690
24.04.2003 17:00:00.000,1.56530
25.04.2003 17:00:00.000,1.56150
26.04.2003 17:00:00.000,1.56150
27.04.2003 17:00:00.000,1.56150
28.04.2003 17:00:00.000,1.56670
29.04.2003 17:00:00.000,1.56720
30.04.2003 17:00:00.000,1.55910
01.05.2003 17:00:00.000,1.56190
02.05.2003 17:00:00.000,1.56590
03.05.2003 17:00:00.000,1.56590
04.05.2003 17:00:00.000,1.56590
05.05.2003 17:00:00.000,1.56730
06.05.2003 17:00:00.000,1.56660
07.05.2003 17:00:00.000,1.56990
08.05.2003 17:00:00.000,1.56410
09.05.2003 17:00:00.000,1.55880
10.05.2003 17:00:00.000,1.55880
11.05.2003 17:00:00.000,1.55880
12.05.2003 17:00:00.000,1.55440
13.05.2003 17:00:00.000,1.55810
14.05.2003 17:00:00.000,1.55650
15.05.2003 17:00:00.000,1.55460
16.05.2003 17:00:00.000,1.54380
17.05.2003 17:00:00.000,1.54380
18.05.2003 17:00:00.000,1.54380
19.05.2003 17:00:00.000,1.54100
20.05.2003 17:00:00.000,1.53630
21.05.2003 17:00:00.000,1.53210
22.05.2003 17:00:00.000,1.53430
23.05.2003 17:00:00.000,1.53410
24.05.2003 17:00:00.000,1.53410
25.05.2003 17:00:00.000,1.53410
26.05.2003 17:00:00.000,1.53310
27.05.2003 17:00:00.000,1.53080
28.05.2003 17:00:00.000,1.53440
29.05.2003 17:00:00.000,1.53420
30.05.2003 17:00:00.000,1.52790
31.05.2003 17:00:00.000,1.52790
01.06.2003 17:00:00.000,1.52790
02.06.2003 17:00:00.000,1.52690
03.06.2003 17:00:00.000,1.53030
04.06.2003 17:00:00.000,1.53150
05.06.2003 17:00:00.000,1.53270
06.06.2003 17:00:00.000,1.53190
07.06.2003 17:00:00.000,1.53190
08.06.2003 17:00:00.000,1.53190
09.06.2003 17:00:00.000,1.53890
10.06.2003 17:00:00.000,1.53560
11.06.2003 17:00:00.000,1.53500
12.06.2003 17:00:00.000,1.53890
13.06.2003 17:00:00.000,1.54650
14.06.2003 17:00:00.000,1.54650
15.06.2003 17:00:00.000,1.54650
16.06.2003 17:00:00.000,1.54630
17.06.2003 17:00:00.000,1.54470
18.06.2003 17:00:00.000,1.53980
19.06.2003 17:00:00.000,1.52720
20.06.2003 17:00:00.000,1.51990
21.06.2003 17:00:00.000,1.51990
22.06.2003 17:00:00.000,1.51990
23.06.2003 17:00:00.000,1.52050
24.06.2003 17:00:00.000,1.51470
25.06.2003 17:00:00.000,1.51780
26.06.2003 17:00:00.000,1.51050
27.06.2003 17:00:00.000,1.51620
28.06.2003 17:00:00.000,1.51620
29.06.2003 17:00:00.000,1.51620
30.06.2003 17:00:00.000,1.51590
01.07.2003 17:00:00.000,1.52690
02.07.2003 17:00:00.000,1.53130
03.07.2003 17:00:00.000,1.52800
04.07.2003 17:00:00.000,1.52370
05.07.2003 17:00:00.000,1.52370
06.07.2003 17:00:00.000,1.52370
07.07.2003 17:00:00.000,1.52250
08.07.2003 17:00:00.000,1.51100
09.07.2003 17:00:00.000,1.51970
10.07.2003 17:00:00.000,1.52390
11.07.2003 17:00:00.000,1.53330
12.07.2003 17:00:00.000,1.53330
13.07.2003 17:00:00.000,1.53330
14.07.2003 17:00:00.000,1.53850
15.07.2003 17:00:00.000,1.53890
16.07.2003 17:00:00.000,1.53900
17.07.2003 17:00:00.000,1.54430
18.07.2003 17:00:00.000,1.54420
19.07.2003 17:00:00.000,1.54420
20.07.2003 17:00:00.000,1.54420
21.07.2003 17:00:00.000,1.56280
22.07.2003 17:00:00.000,1.58140
23.07.2003 17:00:00.000,1.56270
24.07.2003 17:00:00.000,1.56820
25.07.2003 17:00:00.000,1.58500
26.07.2003 17:00:00.000,1.58500
27.07.2003 17:00:00.000,1.58500
28.07.2003 17:00:00.000,1.57200
29.07.2003 17:00:00.000,1.57420
30.07.2003 17:00:00.000,1.58410
31.07.2003 17:00:00.000,1.59070
01.08.2003 17:00:00.000,1.58320
02.08.2003 17:00:00.000,1.58320
03.08.2003 17:00:00.000,1.58320
04.08.2003 17:00:00.000,1.59670
05.08.2003 17:00:00.000,1.58470
06.08.2003 17:00:00.000,1.57770
07.08.2003 17:00:00.000,1.58000
08.08.2003 17:00:00.000,1.57200
09.08.2003 17:00:00.000,1.57200
10.08.2003 17:00:00.000,1.57200
11.08.2003 17:00:00.000,1.57360
12.08.2003 17:00:00.000,1.56440
13.08.2003 17:00:00.000,1.56340
14.08.2003 17:00:00.000,1.55880
15.08.2003 17:00:00.000,1.55850
16.08.2003 17:00:00.000,1.55850
17.08.2003 17:00:00.000,1.55850
18.08.2003 17:00:00.000,1.57380
19.08.2003 17:00:00.000,1.56710
20.08.2003 17:00:00.000,1.55470
21.08.2003 17:00:00.000,1.55840
22.08.2003 17:00:00.000,1.55600
23.08.2003 17:00:00.000,1.55600
24.08.2003 17:00:00.000,1.55600
25.08.2003 17:00:00.000,1.55500
26.08.2003 17:00:00.000,1.55370
27.08.2003 17:00:00.000,1.55950
28.08.2003 17:00:00.000,1.55890
29.08.2003 17:00:00.000,1.55850
30.08.2003 17:00:00.000,1.55850
31.08.2003 17:00:00.000,1.55850
01.09.2003 17:00:00.000,1.55700
02.09.2003 17:00:00.000,1.55300
03.09.2003 17:00:00.000,1.56650
04.09.2003 17:00:00.000,1.57200
05.09.2003 17:00:00.000,1.55930
06.09.2003 17:00:00.000,1.55930
07.09.2003 17:00:00.000,1.55930
08.09.2003 17:00:00.000,1.56380
09.09.2003 17:00:00.000,1.57180
10.09.2003 17:00:00.000,1.57970
11.09.2003 17:00:00.000,1.58670
12.09.2003 17:00:00.000,1.58210
13.09.2003 17:00:00.000,1.58210
14.09.2003 17:00:00.000,1.58210
15.09.2003 17:00:00.000,1.58180
16.09.2003 17:00:00.000,1.58040
17.09.2003 17:00:00.000,1.57810
18.09.2003 17:00:00.000,1.57360
19.09.2003 17:00:00.000,1.57230
20.09.2003 17:00:00.000,1.57230
21.09.2003 17:00:00.000,1.57230
22.09.2003 17:00:00.000,1.58150
23.09.2003 17:00:00.000,1.58660
24.09.2003 17:00:00.000,1.57990
25.09.2003 17:00:00.000,1.57380
26.09.2003 17:00:00.000,1.57870
27.09.2003 17:00:00.000,1.57870
28.09.2003 17:00:00.000,1.57870
29.09.2003 17:00:00.000,1.58680
30.09.2003 17:00:00.000,1.58150
01.10.2003 17:00:00.000,1.58870
02.10.2003 17:00:00.000,1.59100
03.10.2003 17:00:00.000,1.59250
04.10.2003 17:00:00.000,1.59250
05.10.2003 17:00:00.000,1.59250
06.10.2003 17:00:00.000,1.59530
07.10.2003 17:00:00.000,1.59700
08.10.2003 17:00:00.000,1.59630
09.10.2003 17:00:00.000,1.58930
10.10.2003 17:00:00.000,1.58610
11.10.2003 17:00:00.000,1.58610
12.10.2003 17:00:00.000,1.58610
13.10.2003 17:00:00.000,1.58530
14.10.2003 17:00:00.000,1.58730
15.10.2003 17:00:00.000,1.58260
16.10.2003 17:00:00.000,1.56930
17.10.2003 17:00:00.000,1.57320
18.10.2003 17:00:00.000,1.57320
19.10.2003 17:00:00.000,1.57320
20.10.2003 17:00:00.000,1.56350
21.10.2003 17:00:00.000,1.56740
22.10.2003 17:00:00.000,1.56440
23.10.2003 17:00:00.000,1.56490
24.10.2003 17:00:00.000,1.56850
25.10.2003 17:00:00.000,1.56850
26.10.2003 16:00:00.000,1.56850
27.10.2003 16:00:00.000,1.55730
28.10.2003 16:00:00.000,1.56320
29.10.2003 16:00:00.000,1.56660
30.10.2003 16:00:00.000,1.55830
31.10.2003 16:00:00.000,1.55800
01.11.2003 16:00:00.000,1.55800
02.11.2003 16:00:00.000,1.55800
03.11.2003 16:00:00.000,1.55590
04.11.2003 16:00:00.000,1.55700
05.11.2003 16:00:00.000,1.55270
06.11.2003 16:00:00.000,1.55600
07.11.2003 16:00:00.000,1.56500
08.11.2003 16:00:00.000,1.56500
09.11.2003 16:00:00.000,1.56500
10.11.2003 16:00:00.000,1.56980
11.11.2003 16:00:00.000,1.57810
12.11.2003 16:00:00.000,1.57570
13.11.2003 16:00:00.000,1.57500
14.11.2003 16:00:00.000,1.58380
15.11.2003 16:00:00.000,1.58380
16.11.2003 16:00:00.000,1.58380
17.11.2003 16:00:00.000,1.58960
18.11.2003 16:00:00.000,1.58330
19.11.2003 16:00:00.000,1.58550
20.11.2003 16:00:00.000,1.57690
21.11.2003 16:00:00.000,1.57710
22.11.2003 16:00:00.000,1.57710
23.11.2003 16:00:00.000,1.57710
24.11.2003 16:00:00.000,1.57210
25.11.2003 16:00:00.000,1.57530
26.11.2003 16:00:00.000,1.57280
27.11.2003 16:00:00.000,1.57270
28.11.2003 16:00:00.000,1.56390
29.11.2003 16:00:00.000,1.56390
30.11.2003 16:00:00.000,1.56390
01.12.2003 16:00:00.000,1.55710
02.12.2003 16:00:00.000,1.55630
03.12.2003 16:00:00.000,1.56040
04.12.2003 16:00:00.000,1.56250
05.12.2003 16:00:00.000,1.56420
06.12.2003 16:00:00.000,1.56420
07.12.2003 16:00:00.000,1.56420
08.12.2003 16:00:00.000,1.56170
09.12.2003 16:00:00.000,1.55990
10.12.2003 16:00:00.000,1.55580
11.12.2003 16:00:00.000,1.55390
12.12.2003 16:00:00.000,1.56090
13.12.2003 16:00:00.000,1.56090
14.12.2003 16:00:00.000,1.56090
15.12.2003 16:00:00.000,1.56040
16.12.2003 16:00:00.000,1.54670
17.12.2003 16:00:00.000,1.55260
18.12.2003 16:00:00.000,1.55190
19.12.2003 16:00:00.000,1.55040
20.12.2003 16:00:00.000,1.55040
21.12.2003 16:00:00.000,1.55040
22.12.2003 16:00:00.000,1.55170
23.12.2003 16:00:00.000,1.54800
24.12.2003 16:00:00.000,1.54770
25.12.2003 16:00:00.000,1.55810
26.12.2003 16:00:00.000,1.56850
27.12.2003 16:00:00.000,1.56850
28.12.2003 16:00:00.000,1.56850
29.12.2003 16:00:00.000,1.57560
30.12.2003 16:00:00.000,1.57530
31.12.2003 16:00:00.000,1.57300
01.01.2004 16:00:00.000,1.56740
02.01.2004 16:00:00.000,1.56350
03.01.2004 16:00:00.000,1.56350
04.01.2004 16:00:00.000,1.56350
05.01.2004 16:00:00.000,1.55950
06.01.2004 16:00:00.000,1.56240
07.01.2004 16:00:00.000,1.55990
08.01.2004 16:00:00.000,1.55120
09.01.2004 16:00:00.000,1.54520
10.01.2004 16:00:00.000,1.54520
11.01.2004 16:00:00.000,1.54520
12.01.2004 16:00:00.000,1.54170
13.01.2004 16:00:00.000,1.54050
14.01.2004 16:00:00.000,1.53560
15.01.2004 16:00:00.000,1.53450
16.01.2004 16:00:00.000,1.53480
17.01.2004 16:00:00.000,1.53480
18.01.2004 16:00:00.000,1.53480
19.01.2004 16:00:00.000,1.53430
20.01.2004 16:00:00.000,1.53270
21.01.2004 16:00:00.000,1.53120
22.01.2004 16:00:00.000,1.52430
23.01.2004 16:00:00.000,1.51850
24.01.2004 16:00:00.000,1.51850
25.01.2004 16:00:00.000,1.51850
26.01.2004 16:00:00.000,1.52560
27.01.2004 16:00:00.000,1.52870
28.01.2004 16:00:00.000,1.51980
29.01.2004 16:00:00.000,1.52810
30.01.2004 16:00:00.000,1.52000
31.01.2004 16:00:00.000,1.52000
01.02.2004 16:00:00.000,1.52000
02.02.2004 16:00:00.000,1.51610
03.02.2004 16:00:00.000,1.51420
04.02.2004 16:00:00.000,1.52060
05.02.2004 16:00:00.000,1.51630
06.02.2004 16:00:00.000,1.52010
07.02.2004 16:00:00.000,1.52010
08.02.2004 16:00:00.000,1.52010
09.02.2004 16:00:00.000,1.52890
10.02.2004 16:00:00.000,1.52830
11.02.2004 16:00:00.000,1.53110
12.02.2004 16:00:00.000,1.51690
13.02.2004 16:00:00.000,1.52220
14.02.2004 16:00:00.000,1.52220
15.02.2004 16:00:00.000,1.52220
16.02.2004 16:00:00.000,1.52060
17.02.2004 16:00:00.000,1.51680
18.02.2004 16:00:00.000,1.51110
19.02.2004 16:00:00.000,1.50510
20.02.2004 16:00:00.000,1.50420
21.02.2004 16:00:00.000,1.50420
22.02.2004 16:00:00.000,1.50420
23.02.2004 16:00:00.000,1.49080
24.02.2004 16:00:00.000,1.49330
25.02.2004 16:00:00.000,1.49250
26.02.2004 16:00:00.000,1.49340
27.02.2004 16:00:00.000,1.48280
28.02.2004 16:00:00.000,1.48280
29.02.2004 16:00:00.000,1.48280
01.03.2004 16:00:00.000,1.48440
02.03.2004 16:00:00.000,1.47630
03.03.2004 16:00:00.000,1.46840
04.03.2004 16:00:00.000,1.47010
05.03.2004 16:00:00.000,1.46550
06.03.2004 16:00:00.000,1.46550
07.03.2004 16:00:00.000,1.46550
08.03.2004 16:00:00.000,1.46320
09.03.2004 16:00:00.000,1.47130
10.03.2004 16:00:00.000,1.47600
11.03.2004 16:00:00.000,1.48630
12.03.2004 16:00:00.000,1.47310
13.03.2004 16:00:00.000,1.47310
14.03.2004 16:00:00.000,1.47310
15.03.2004 16:00:00.000,1.47910
16.03.2004 16:00:00.000,1.47280
17.03.2004 16:00:00.000,1.48350
18.03.2004 16:00:00.000,1.48150
19.03.2004 16:00:00.000,1.49270
20.03.2004 16:00:00.000,1.49270
21.03.2004 16:00:00.000,1.49270
22.03.2004 16:00:00.000,1.47990
23.03.2004 16:00:00.000,1.47600
24.03.2004 16:00:00.000,1.46870
25.03.2004 16:00:00.000,1.46300
26.03.2004 16:00:00.000,1.47150
27.03.2004 16:00:00.000,1.47150
28.03.2004 16:00:00.000,1.47150
29.03.2004 16:00:00.000,1.46740
30.03.2004 16:00:00.000,1.47270
31.03.2004 16:00:00.000,1.46830
01.04.2004 16:00:00.000,1.47440
02.04.2004 16:00:00.000,1.47210
03.04.2004 16:00:00.000,1.47210
04.04.2004 17:00:00.000,1.47210
05.04.2004 17:00:00.000,1.47680
06.04.2004 17:00:00.000,1.46780
07.04.2004 17:00:00.000,1.46620
08.04.2004 17:00:00.000,1.45370
09.04.2004 17:00:00.000,1.45290
10.04.2004 17:00:00.000,1.45290
11.04.2004 17:00:00.000,1.45290
12.04.2004 17:00:00.000,1.45390
13.04.2004 17:00:00.000,1.44820
14.04.2004 17:00:00.000,1.45530
15.04.2004 17:00:00.000,1.45050
16.04.2004 17:00:00.000,1.45030
17.04.2004 17:00:00.000,1.45030
18.04.2004 17:00:00.000,1.45030
19.04.2004 17:00:00.000,1.45470
20.04.2004 17:00:00.000,1.44710
21.04.2004 17:00:00.000,1.45240
22.04.2004 17:00:00.000,1.45350
23.04.2004 17:00:00.000,1.44640
24.04.2004 17:00:00.000,1.44640
25.04.2004 17:00:00.000,1.44640
26.04.2004 17:00:00.000,1.44710
27.04.2004 17:00:00.000,1.44170
28.04.2004 17:00:00.000,1.43020
29.04.2004 17:00:00.000,1.41930
30.04.2004 17:00:00.000,1.41800
01.05.2004 17:00:00.000,1.41800
02.05.2004 17:00:00.000,1.41800
03.05.2004 17:00:00.000,1.41120
04.05.2004 17:00:00.000,1.39360
05.05.2004 17:00:00.000,1.39800
06.05.2004 17:00:00.000,1.39490
07.05.2004 17:00:00.000,1.39240
08.05.2004 17:00:00.000,1.39240
09.05.2004 17:00:00.000,1.39240
10.05.2004 17:00:00.000,1.38810
11.05.2004 17:00:00.000,1.38550
12.05.2004 17:00:00.000,1.37430
13.05.2004 17:00:00.000,1.38020
14.05.2004 17:00:00.000,1.36900
15.05.2004 17:00:00.000,1.36900
16.05.2004 17:00:00.000,1.36900
17.05.2004 17:00:00.000,1.36250
18.05.2004 17:00:00.000,1.34790
19.05.2004 17:00:00.000,1.35100
20.05.2004 17:00:00.000,1.37240
21.05.2004 17:00:00.000,1.37290
22.05.2004 17:00:00.000,1.37290
23.05.2004 17:00:00.000,1.37290
24.05.2004 17:00:00.000,1.37140
25.05.2004 17:00:00.000,1.37640
26.05.2004 17:00:00.000,1.38380
27.05.2004 17:00:00.000,1.36670
28.05.2004 17:00:00.000,1.36620
29.05.2004 17:00:00.000,1.36620
30.05.2004 17:00:00.000,1.36620
31.05.2004 17:00:00.000,1.36730
01.06.2004 17:00:00.000,1.36400
02.06.2004 17:00:00.000,1.36080
03.06.2004 17:00:00.000,1.34150
04.06.2004 17:00:00.000,1.35830
05.06.2004 17:00:00.000,1.35830
06.06.2004 17:00:00.000,1.35830
07.06.2004 17:00:00.000,1.35730
08.06.2004 17:00:00.000,1.36300
09.06.2004 17:00:00.000,1.35100
10.06.2004 17:00:00.000,1.34880
11.06.2004 17:00:00.000,1.33330
12.06.2004 17:00:00.000,1.33330
13.06.2004 17:00:00.000,1.33330
14.06.2004 17:00:00.000,1.34360
15.06.2004 17:00:00.000,1.33810
16.06.2004 17:00:00.000,1.33600
17.06.2004 17:00:00.000,1.34490
18.06.2004 17:00:00.000,1.35990
19.06.2004 17:00:00.000,1.35990
20.06.2004 17:00:00.000,1.35990
21.06.2004 17:00:00.000,1.35780
22.06.2004 17:00:00.000,1.35880
23.06.2004 17:00:00.000,1.34780
24.06.2004 17:00:00.000,1.35630
25.06.2004 17:00:00.000,1.34750
26.06.2004 17:00:00.000,1.34750
27.06.2004 17:00:00.000,1.34750
28.06.2004 17:00:00.000,1.34600
29.06.2004 17:00:00.000,1.35200
30.06.2004 17:00:00.000,1.33750
01.07.2004 17:00:00.000,1.33640
02.07.2004 17:00:00.000,1.33890
03.07.2004 17:00:00.000,1.33890
04.07.2004 17:00:00.000,1.33890
05.07.2004 17:00:00.000,1.34780
06.07.2004 17:00:00.000,1.36450
07.07.2004 17:00:00.000,1.37400
08.07.2004 17:00:00.000,1.38320
09.07.2004 17:00:00.000,1.37720
10.07.2004 17:00:00.000,1.37720
11.07.2004 17:00:00.000,1.37720
12.07.2004 17:00:00.000,1.37350
13.07.2004 17:00:00.000,1.39150
14.07.2004 17:00:00.000,1.38990
15.07.2004 17:00:00.000,1.39670
16.07.2004 17:00:00.000,1.40650
17.07.2004 17:00:00.000,1.40650
18.07.2004 17:00:00.000,1.40650
19.07.2004 17:00:00.000,1.40630
20.07.2004 17:00:00.000,1.41550
21.07.2004 17:00:00.000,1.39680
22.07.2004 17:00:00.000,1.39370
23.07.2004 17:00:00.000,1.37890
24.07.2004 17:00:00.000,1.37890
25.07.2004 17:00:00.000,1.37890
26.07.2004 17:00:00.000,1.38400
27.07.2004 17:00:00.000,1.38720
28.07.2004 17:00:00.000,1.40060
29.07.2004 17:00:00.000,1.40510
30.07.2004 17:00:00.000,1.39840
31.07.2004 17:00:00.000,1.39840
01.08.2004 17:00:00.000,1.39820
02.08.2004 17:00:00.000,1.40350
03.08.2004 17:00:00.000,1.39830
04.08.2004 17:00:00.000,1.40380
05.08.2004 17:00:00.000,1.39250
06.08.2004 17:00:00.000,1.39100
07.08.2004 17:00:00.000,1.39100
08.08.2004 17:00:00.000,1.39100
09.08.2004 17:00:00.000,1.38030
10.08.2004 17:00:00.000,1.38510
11.08.2004 17:00:00.000,1.38050
12.08.2004 17:00:00.000,1.39310
13.08.2004 17:00:00.000,1.38630
14.08.2004 17:00:00.000,1.38630
15.08.2004 17:00:00.000,1.38640
16.08.2004 17:00:00.000,1.39160
17.08.2004 17:00:00.000,1.39440
18.08.2004 17:00:00.000,1.40210
19.08.2004 17:00:00.000,1.40590
20.08.2004 17:00:00.000,1.40100
21.08.2004 17:00:00.000,1.40100
22.08.2004 17:00:00.000,1.40100
23.08.2004 17:00:00.000,1.40260
24.08.2004 17:00:00.000,1.39460
25.08.2004 17:00:00.000,1.40380
26.08.2004 17:00:00.000,1.39720
27.08.2004 17:00:00.000,1.38610
28.08.2004 17:00:00.000,1.38610
29.08.2004 17:00:00.000,1.38610
30.08.2004 17:00:00.000,1.37950
31.08.2004 17:00:00.000,1.39220
01.09.2004 17:00:00.000,1.38030
02.09.2004 17:00:00.000,1.37280
03.09.2004 17:00:00.000,1.36820
04.09.2004 17:00:00.000,1.36820
05.09.2004 17:00:00.000,1.36820
06.09.2004 17:00:00.000,1.37340
07.09.2004 17:00:00.000,1.36790
08.09.2004 17:00:00.000,1.36840
09.09.2004 17:00:00.000,1.37060
10.09.2004 17:00:00.000,1.36490
11.09.2004 17:00:00.000,1.36490
12.09.2004 17:00:00.000,1.36490
13.09.2004 17:00:00.000,1.36640
14.09.2004 17:00:00.000,1.36840
15.09.2004 17:00:00.000,1.36710
16.09.2004 17:00:00.000,1.36160
17.09.2004 17:00:00.000,1.34820
18.09.2004 17:00:00.000,1.34820
19.09.2004 17:00:00.000,1.34820
20.09.2004 17:00:00.000,1.35220
21.09.2004 17:00:00.000,1.35620
22.09.2004 17:00:00.000,1.34950
23.09.2004 17:00:00.000,1.34980
24.09.2004 17:00:00.000,1.35200
25.09.2004 17:00:00.000,1.35200
26.09.2004 17:00:00.000,1.35200
27.09.2004 17:00:00.000,1.35490
28.09.2004 17:00:00.000,1.35040
29.09.2004 17:00:00.000,1.34540
30.09.2004 17:00:00.000,1.33870
01.10.2004 17:00:00.000,1.34420
02.10.2004 17:00:00.000,1.34420
03.10.2004 17:00:00.000,1.34420
04.10.2004 17:00:00.000,1.34020
05.10.2004 17:00:00.000,1.33000
06.10.2004 17:00:00.000,1.33070
07.10.2004 17:00:00.000,1.33840
08.10.2004 17:00:00.000,1.32060
09.10.2004 17:00:00.000,1.32060
10.10.2004 17:00:00.000,1.32060
11.10.2004 17:00:00.000,1.32260
12.10.2004 17:00:00.000,1.32320
13.10.2004 17:00:00.000,1.32880
14.10.2004 17:00:00.000,1.31730
15.10.2004 17:00:00.000,1.31550
16.10.2004 17:00:00.000,1.31550
17.10.2004 17:00:00.000,1.31550
18.10.2004 17:00:00.000,1.31970
19.10.2004 17:00:00.000,1.31730
20.10.2004 17:00:00.000,1.30360
21.10.2004 17:00:00.000,1.30490
22.10.2004 17:00:00.000,1.30720
23.10.2004 17:00:00.000,1.30720
24.10.2004 17:00:00.000,1.30720
25.10.2004 17:00:00.000,1.31080
26.10.2004 17:00:00.000,1.31000
27.10.2004 17:00:00.000,1.31150
28.10.2004 17:00:00.000,1.31520
29.10.2004 17:00:00.000,1.31960
30.10.2004 17:00:00.000,1.31960
31.10.2004 16:00:00.000,1.31960
