Date,Close,Volume
"Nov 4, 2009","1,046.50",0
"Nov 3, 2009","1,045.41",0
"Nov 2, 2009","1,042.88",0
"Oct 30, 2009","1,036.18",0
"Oct 29, 2009","1,066.11",0
"Oct 28, 2009","1,042.63",0
"Oct 27, 2009","1,063.41",0
"Oct 26, 2009","1,066.94",0
"Oct 23, 2009","1,079.60",0
"Oct 22, 2009","1,092.91",0
"Oct 21, 2009","1,081.40",0
"Oct 20, 2009","1,091.06",0
"Oct 19, 2009","1,097.91",0
"Oct 16, 2009","1,087.68",0
"Oct 15, 2009","1,096.56",0
"Oct 14, 2009","1,092.02",0
"Oct 13, 2009","1,073.18",0
"Oct 12, 2009","1,076.18",0
